file_name,content,datetime,keywords,cities,roads
43,"Prometne informacije 09. 04. 2022 13.00 1. in 3. program Podatki o prometu. Zaradi prometne nesreče je na gorenjski avtocesti proti Avstriji pred priključkom Kranj-zahod zaprt vozni pas. Prav tako zaradi nesreč je promet oviran: - na štajerski avtocesti proti Ljubljani med predorom Podmilj in priključkom Blagovica ter - na regionalni cesti Brežice-Bizeljsko pri Búkošku. Promet po državi ovirajo neurja, ponekod na širšem območju Ljubljane pada sodra. Voznike opozarjamo, naj se ne ustavljajo v predorih in pod nadvozi ter naj hitrost vožnje in varnostno razdaljo prilagodijo razmeram na cesti. Na prelazih Predel, Ljubelj, Vršič in Jezerski vrh so zaradi snega obvezne verige, na prelazu Korensko sedlo pa zimska oprema. Na mejnem prehodu Gruškovje je pri izstopu iz države povečan promet osebnih vozil. ",2022-04-09 13:00:00,"['med', '12', 'zaradi', 'vstop', 'vozniki']","['Gora', 'Ljubljana', 'Čatež', 'Obrežje', 'Drnovo', 'Gorica']",[]
44,"NOVE Prometne informacije 15. 04. 2022 7.00 1. in 2. program Podatki o prometu. Zaradi prometne nesreče je oviran promet na glavni cesti od Litije proti Ljubljani pri Beríčevem. Nastal je krajši zastoj. Na dolenjski avtocesti proti Ljubljani je zaradi pokvarjenega vozila promet oviran pred predorom Debeli hrib. Zaradi začetka velikonočnih praznikov je povečan promet iz Italije in Avstrije proti Hrvaški. Pred predorom Karavanke proti Sloveniji je nastal 3 kilometre dolg zastoj, zato predor občasno zapirajo. Gneča je tudi na nekaterih odsekih gorenjske avtoceste proti Ljubljani ter na primorski avtocesti med Vrhniko in Brezovico v isti smeri, torej proti Ljubljani. Prav tako so zastoji v Gruškovju in na Obrežju. Vozniki osebnih in tovornih vozil tam na izstop iz Slovenije čakajo do 1 uro. Od 14-ih do 22-ih bo veljala omejitev prometa tovornih vozil, težjih od 7 ton in pol. ",2022-04-15 07:00:00,"['zaradi', 'prometne', 'šentjakobom', 'še', 'čakajo']","['Gradec', 'Starod', 'Savinja', 'Laško', 'Maribor', 'Domžale', 'Šentjakob']",[]
45,Prometne informacije 12. 04. 2022 10.30 2. program Podatki o prometu. Na gorenjski avtocesti proti Karavankam je zaradi del v predoru Šentvid zaprt izvoz na Celovško cesto. Prav tako zaradi del je na štajerski avtocesti proti Mariboru zaprt vozni pas med Dramljami in Slovenskimi Konjicami v predoru Golo Rebro. Na mejnih prehodih Obrežje in Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro. ,2022-04-12 10:30:00,"['proti', 'zaradi', 'uncem', 'avtocesti', 'ljubljani']","['Lom', 'Ljubljana', 'Trojane', 'Obrežje', 'Koper', 'Logatec']",[]
46,"Prometne informacije 29. 04. 2022 12.30 2. program Podatki o prometu. Na glavni cesti Izola-Lucija promet zaradi prometne nesreče pri Strunjanu poteka izmenično enosmerno. Nesreča ovira promet tudi na primorski avtocesti proti Kopru med Brezovico in Vrhniko. Nastaja zastoj, potovalni čas se podaljša za približno 15 minut. Prav tako je gneča na obalni hitri cesti proti Portorožu pri Izoli. Na vipavski hitri cesti proti Italiji je zaradi pokvarjenega tovornjaka zaprt vozni pas med Nanosom in predorom Rebrnice. Na štajerski avtocesti proti Ljubljani pa je za predorom Ločíca znova odprt vozni pas, a je tam še vedno krajši zastoj. Na mejnem prehodu Gruškovje vozniki tovornih vozil na izstop iz države čakajo 1 uro, vozniki osebnih vozil pa na vstop pol ure. Povečan promet osebnih vozil pri vstopu v državo je tudi na Dragonji. ",2022-04-29 12:30:00,"['vozil', 'čakajo', 'uro', 'vozniki', 'vstop']","['Zavrč', 'Dobovec', 'Ljubljana', 'Starod', 'Koseze', 'Obrežje', 'Lukovica', 'Šentvid']",[]
47,"NOVA Prometne informacije 26. 04. 2022 15.30 1. in 3. program Podatki o prometu. Na mariborski vzhodni obvoznici proti Ljubljani je na uvozu Maribor-center obtičal tovornjak. Zaradi del so v obe smeri krajši zastoji na regionalni cesti Vrhnika - Ljubljana pri avtocestnem priključku Brezovica ter na cesti od Vnanjih Goric proti Brezovici. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo več kot 2 uri, v Gruškovju pa poldrugo uro. Na Dragonji je povečan promet osebnih vozil pri izstopu iz države. ",2022-04-26 15:30:00,"['proti', 'čakajo', 'vstop', 'zastoj', 'vozniki']","['Izola', 'Obrežje', 'Portorož']",[]
48,Prometne informacije 23. 04. 2022 06.00 1. in 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici zaprt uvoz Nove Jarše proti Štajerski. Predvidoma od 8ih in 45 min do 14ih bo zaradi prireditve zaprta cesta Ajdovščina-Predmeja. ,2022-04-23 06:00:00,"['obvoznici', 'zastoj', 'čakajo', 'eno', 'kilometer']","['Zavrč', 'Starod', 'Pesnica', 'Brdo', 'Koseze', 'Obrežje', 'Karavanke', 'Maribor', 'Dobovec', 'Šentilj']",[]
49,"Prometne informacije 18.04. 2022 14.00 1. in 3. program Podatki o prometu. Pred predorom Karavanke je 3 kilometre dolga kolona proti Avstriji. Voznikom, namenjenim v Kranjsko Goro, svetujemo izvoz Jesenice-vzhod. Zaradi del je zastoj tudi na avtocestnem odseku od Maribora proti Šentilju med razcepom Dragučova in krožiščem Pesnica. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo do 2 uri, na Obrežju, Dragonji, v Jelšanah, Sečovljah, Metliki, Sočergi, Vinici in Dobovcu pa 1 uro. ",2022-04-18 14:00:00,"['čakajo', 'zastoj', 'zaradi', 'vzhodni', 'vozniki']","['Dobrovlje', 'Pesnica', 'Jelšane', 'Križevec', 'Vitanje', 'Maribor', 'Dobovec']",[]
50,"Prometne informacije 19. 04. 2022 08.00 1. in 3. program Podatki o prometu. Promet zaradi nesreče ni več oviran na ljubljanski severni obvoznici na razcepu Koseze iz smeri Bežigrada proti Gorenjski ter na pomurski avtocesti pred priključkom Sveti Jurij ob Ščavnici proti Murski Soboti. Zaradi jutranje konice je promet upočasnjen na primorski avtocesti od Vrhnike proti Ljubljani, na dolenjski avtocesti od Grosuplja proti Ljubljani ter na štajerski avtocesti od Lukovice proti Ljubljani. Pred predorom Karavanke proti Avstriji je nastal približno 5 kilometrov dolg zastoj tovornih vozil na odstavnem in voznem pasu. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod. Krajši zastoj je tudi na mariborski vzhodni obvoznici med priključkom Zrkovci in razcepom Dragučova proti Šentilju. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 2 uri, v Gruškovju in Dobovcu pa približno 1 uro. ",2022-04-19 08:00:00,"['prometne', 'čakajo', 'zaprt', 'zaradi', 'vstop']","['Turnišče', 'Dragonja']",[]
51,Prometne informacije 23. 04. 2022 06.30 1. in 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici zaprt uvoz Nove Jarše proti Štajerski. Predvidoma od 8ih in 45 min do 14ih bo zaradi prireditve zaprta cesta Ajdovščina-Predmeja. ,2022-04-23 06:30:00,"['proti', 'promet', 'štajerski', 'prometne', 'med']","['Unec', 'Ljubljana', 'Maribor']",[]
52,"Prometne informacije 29. 04. 2022 11.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani je zaradi prometne nesreče oviran promet pri priključku Domžale. Nastaja zastoj. V isti smeri, torej proti Ljubljani, je zaradi pokvarjenega tovornjaka med Vranskim in predorom Ločíca zaprt vozni pas. Na regionalni cesti od Vrhnike proti Brezovici je zaradi del na Brezovici pri avtocestnem priključku kilometer dolg zastoj, kolona je tudi na primorski avtocesti proti Kopru med Ljubljano in Vrhniko. Na mejnem prehodu Gruškovje vozniki tovornih vozil na izstop iz države čakajo 1 uro, vozniki osebnih vozil pa na vstop pol ure. ",2022-04-29 11:00:00,"['štajerski', 'čakajo', 'vstop', 'vozniki', 'vozila']","['Ljubljana', 'Lukovica']",[]
53,"Prometne informacije 14. 04. 2022 15.30 1. in 2. program Podatki o prometu. Regionalna cesta Ravne na Koroškem-Slovenj Gradec je zaradi prometne nesreče zaprta pri Kotljah. Obvoz je skozi Dravograd. Zaradi del so zastoji na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Na mejnem prehodu Obrežje vozniki tovornih vozil v obe smeri čakajo približno 2 uri. Zaradi velikonočnih praznikov je tudi jutri pričakovati povečan promet iz Italije in Avstrije proti Hrvaški. Promet bo zelo povečan tudi na mejnih prehodih s Hrvaško, predvsem v Istri ter v Gruškovju in na Obrežju. Do jutri bo zelo povečan tudi promet tovornih vozil. ",2022-04-14 15:30:00,"['promet', 'zaradi', 'vozila', 'proti', 'mejnih']","['Kranj', 'Ljubljana', 'Jelšane', 'Trojane', 'Obrežje', 'Selo', 'Dragonja', 'Maribor']",[]
54,Prometne informacije 14. 04. 2022 14.30 2. program Podatki o prometu. Žival ovira promet na dolenjski avtocesti med Višnjo Goro in Grosupljim proti Ljubljani. Predor Karavanke je zaradi pokvarjenega vozila zaprt v obe smeri. Regionalna cesta Ravne na Koroškem-Slovenj Gradec je zaradi prometne nesreče zaprta pri Kotljah. Obvoz je skozi Dravograd. Zaradi del so zastoji na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Na mejnem prehodu Obrežje vozniki tovornih vozil v obe smeri čakajo približno 2 uri. ,2022-04-14 14:30:00,"['zaradi', 'nesreče', 'vozil', 'cesti', 'zaprta']","['Blagovica', 'Bistrica', 'Petišovci', 'Ribnica', 'Lendava', 'Maribor', 'Domžale', 'Postojna']",[]
55,"Prometne informacije 19. 04. 2022 06.00 1. in 2. program Podatki o prometu. Pred predorom Karavanke proti Avstriji je nastal približno 5 kilometrov dolg zastoj tovornih vozil na odstavnem in voznem pasu. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod. Krajši zastoj je tudi na mariborski vzhodni obvoznici med priključkom Zrkovci in razcepom Dragučova proti Avstriji. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 2 uri, v Gruškovju in Dobovcu pa približno 1 uro. ",2022-04-19 06:00:00,"['vozila', 'promet', 'proti', 'med', 'čez']","['Vršič', 'Vipava', 'Ljubljana', 'Dramlje', 'Podnanos']",[]
56,Prometne informacije 14. 04. 2022 14.00 1. in 3. program Podatki o prometu. Zaradi del so zastoji na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Regionalna cesta Ravne na Koroškem-Slovenj Gradec je zaradi prometne nesreče zaprta pri Kotljah. Obvoz je skozi Dravograd. Na južni ljubljanski obvoznici je pred priključkom Ljubljana-jug promet proti dolenjski avtocesti oviran zaradi pokvarjenega vozila. Predor Karavanke proti Sloveniji na avstrijski stani občasno zapirajo zaradi zastoja. Na mejnem prehodu Obrežje vozniki tovornih vozil v obe smeri čakajo približno 1 uro. ,2022-04-14 14:00:00,"['čakajo', 'promet', 'ure', 'gruškovju', 'pol']","['Predmeja', 'Lokavec', 'Obrežje', 'Žalec', 'Slovenija', 'Maribor', 'Ajdovščina']",[]
57,"Prometne informacije 24. 04. 2022 14.30 2. program Podatki o prometu. Na pomurski avtocesti proti Lendavi je zaradi prometne nesreče zaprt vozni pas med Močno in priključkom Lenart. Pred predorom Karavanke proti Avstriji je 2 kilometra dolg zastoj. Voznikom, namenjenim proti Kranjski Gori, priporočamo izvoz Jesenice-vzhod. Na mejnih prehodih Slovenska vas in Obrežje vozniki osebnih vozil na vstop v Slovenijo čakajo do 1 uro, v Gruškovju pa do 2 uri. Tam je povečan tudi pomet osebnih vozil pri izstopu iz države. ",2022-04-24 14:30:00,"['čakajo', 'vozniki', 'uro', 'ure', 'kjer']","['Ljubljana', 'Slivnica', 'Obrežje', 'Rogoza', 'Rogatec', 'Dobovec']",[]
58,"Prometne informacije 01. 04. 2022 15.30 1. in 3. program Podatki o prometu. Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče zaprt vozni pas med počivališčem Ravbarkomanda in priključkom Unec. Nastal je daljši zastoj, čas potovanja se podaljša za 50 minut. Voznikom osebnih vozil priporočamo, da zapustijo avtocesto že na izvozu Radrto in pot proti Uncu nadaljujejo po regionalni cesti. Zastoj je prav tako na regionalni cesti od izvoza Postojna proti Postojni. Na regionalni cesti Šentrupert - Mozirje zaradi prometne nesreče promet pri Letušu poteka izmenično enosmerno. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. Cesta čez prelaz Vršič je zaprta zaradi nevarnosti plazov. ",2022-04-01 15:30:00,"['proti', 'zaradi', 'med', 'cesti', 'čakajo']","['Vipava', 'Gorica', 'Ljubljana', 'Brezovica', 'Obrežje', 'Podnanos', 'Maribor', 'Domžale', 'Šentjakob', 'Vrhnika']",[]
59,"Prometne informacije 30. 04. 2022 12.30 2. program Podatki o prometu. Zaradi pokvarjenega vozila je na štajerski avtocesti v predoru Jasovnik zaprt vozni pas proti Ljubljani. Na mejnih prehodih Sečovlje, Petrina, Dragonja in Dobovec vozniki osebnih vozil na izstop iz države čakajo približno pol ure, na Obrežju, v Gruškovju ter Slovenski vasi pa 1 uro pri vstopu v državo. ",2022-04-30 12:30:00,"['vozil', 'čakajo', 'zaprt', 'zaradi', 'vozniki']","['Lom', 'Ljubljana', 'Logatec', 'Kastelec']",[]
60,Prometne informacije 08. 04. 2022 10.00 1. in 3. program Podatki o prometu. Na dolenjski avtocesti proti Ljubljani je zaradi nesreče oviran promet med priključkoma Trebnje-zahod in Bič. Na primorski avtocesti proti Ljubljani so odstranili pokvarjeno vozilo pri priključku Vrhnika. Promet od Unca proti Brezovici je še vedno močno zgoščen. Na mejnem prehodu Gruškovje vozniki tovornih vozil na izstop iz države čakajo do 1 uro. ,2022-04-08 10:00:00,"['zastoj', 'proti', 'vozil', 'pred', 'dolg']","['Zavrč', 'Starod', 'Pesnica', 'Obrežje', 'Karavanke', 'Maribor', 'Dobovec', 'Šentilj']",[]
61,"Prometne informacije 14. 04. 2022 13.00 1. in 3. program Podatki o prometu. Zaradi del so zastoji na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Na gorenjski avtocesti proti Kranju sta zaradi del v predoru Šentvid zaprta vozni pas in izvoz na Celovško cesto. Pred predorom občasno nastane zastoj. Predor Karavanke proti Sloveniji na avstrijski stani občasno zapirajo zaradi zastoja. Na mejnih prehodih Obrežje in Gruškovje je povečan promet osebnih in tovornih vozil pri izstopu iz države, na Dragonji pa pri vstopu. Zaradi velikonočnih praznikov je danes in jutri pričakovati povečan promet iz Italije in Avstrije proti Hrvaški. Promet bo zelo povečan tudi na mejnih prehodih s Hrvaško, predvsem v Istri ter v Gruškovju in na Obrežju. Do jutri bo zelo povečan tudi promet tovornih vozil. ",2022-04-14 13:00:00,"['zaradi', 'zaprt', 'proti', 'pred', 'pas']","['Ljubljana', 'Vrtojba', 'Obrežje', 'Ajdovščina']",[]
62,"Prometne informacije 16. 04. 2022 10.30 2. program Podatki o prometu. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in priključkom Selo prepovedan promet za počitniške prikolice, hladilnike in vozila s ponjavami, lažja od 8 ton. Na pomurski avtocesti proti Lendavi je zaradi nesreče zaprt vozni pas med priključkoma Sveta Trojica in Cerkvenjak. Na mejnih prehodih Obrežje in Dragonja je povečan promet osebnih vozil pri izstopu iz države. Na mejnih prehodih Jelšane in Gruškovje pa je v obe smeri povečan promet osebnih vozil. Prav tako v Gruškovju vozniki tovornjakov na izstop čakajo do eno uro. Zaradi prireditve bo cesta Čatež ob Savi-Mokrice do 20-ih zaprta pri Prilipah. Obvoz je označen. ",2022-04-16 10:30:00,"['promet', 'vozil', 'proti', 'tovornih', 'zaradi']","['Zavrč', 'Celje', 'Krško', 'Starod', 'Pesnica', 'Udmat', 'Obrežje', 'Koper', 'Šentilj', 'Karavanke', 'Laško', 'Maribor', 'Dobovec', 'Postojna']",[]
63,"Prometne informacije 27. 04. 2022 12.00 1. in 3. program Podatki o prometu. Na primorski avtocesti proti Kopru promet na nekaterih odsekih poteka upočasnjeno, nastajajo tudi zastoji. Pred priključkom Brezovica je daljša kolona, ki sega na južno in zahodno ljubljansko obvoznico. Potovalni čas se iz smeri Kosez podaljša za približno 40 minut, iz smeri Dolenjske pa za 20 minut. Obvoz je mogoč po regionalnih cestah med priključkom Ljubljana-jug oz. razcepom Koseze ter Vrhniko. Na mejnih prehodih Jelšane, Gruškovje, Sečovlje, Dragonja, Starod in Vinica vozniki osebnih vozil na izstop iz države čakajo pol ure. ",2022-04-27 12:00:00,"['zaprt', 'vozila', 'čez', 'čakajo', 'zimsko']","['Vršič', 'Koseze']",[]
64,"Prometne informacije 25. 04. 2022 17.00 1. program Podatki o prometu. Na primorski avtocesti proti Kopru so med Brezovico in Vrhniko vozila, udeležena v prometni nesreči, umaknili na odstavni pas. Še vedno je tam zastoj, ki sega do razcepa Kozarje in naprej na zahodno ljubljansko obvoznico do Brda ter na južno ljubljansko obvoznico do Rudnika. Na južni obvoznici se čas potovanja proti Primorski zato podaljša za približno 1 uro, na zahodni obvoznici pa za približno pol ure. Pred predorom Karavanke je približno kilometer dolg zastoj tovornih vozil proti Avstriji. Na mejnih prehodih Gruškovje in Obrežje vozniki tovornih vozil na vstop v državo čakajo do 2 uri, v Petišovcih 1 uro, v Starodu pa pol ure. Ne Obrežju vozniki osebnih vozil na vstop v Slovenijo čakajo približno 40 minut, na Dragonji pa do pol ure. V Starodu je povečan promet osebnih vozil pri izstopu iz države. ",2022-04-25 17:00:00,"['zastoj', 'proti', 'vozil', 'zaradi', 'dolg']","['Krško', 'Ljubljana', 'Udmat', 'Petišovci', 'Dragonja', 'Karavanke', 'Pesnica', 'Selo', 'Obrežje', 'Laško', 'Šentilj', 'Zavrč', 'Celje', 'Starod', 'Unec', 'Ajdovščina', 'Jelšane', 'Maribor', 'Dobovec']",[]
65,"Prometne informacije 14. 04. 2022 12.30 2. program Podatki o prometu. Zaradi del so še vedno zastoji na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Na gorenjski avtocesti proti Karavankam sta zaradi del v predoru Šentvid zaprta vozni pas in izvoz na Celovško cesto. Pred predorom je nastal krajši zastoj. Predor Karavanke proti Sloveniji občasno zapirajo zaradi zastoja na avstrijski strani. Na mejnih prehodih Obrežje in Gruškovje je povečan promet osebnih vozil pri izstopu iz države, na Dragonji pa pri vstopu. ",2022-04-14 12:30:00,"['proti', 'promet', 'zastoj', 'vozil', 'zaradi']","['Krško', 'Ljubljana', 'Udmat', 'Petišovci', 'Dragonja', 'Karavanke', 'Šmarje', 'Pesnica', 'Selo', 'Obrežje', 'Laško', 'Šentilj', 'Zavrč', 'Celje', 'Unec', 'Ajdovščina', 'Jelšane', 'Koper', 'Maribor', 'Dobovec']",[]
